Category code; Overture Taxonomy
landmark_and_historical_building; [attractions_and_activities,landmark_and_historical_building]
lighthouse; [attractions_and_activities,lighthouse]
lookout; [attractions_and_activities,lookout]
marina; [attractions_and_activities,marina]
monument; [attractions_and_activities,monument]
mountain_bike_parks; [attractions_and_activities,mountain_bike_parks]
observatory; [attractions_and_activities,observatory]
paddleboard_rental; [attractions_and_activities,paddleboard_rental]
palace; [attractions_and_activities,palace]
parasailing_ride_service; [attractions_and_activities,parasailing_ride_service]
plaza; [attractions_and_activities,plaza]
rafting_kayaking_area; [attractions_and_activities,rafting_kayaking_area]
rock_climbing_spot; [attractions_and_activities,rock_climbing_spot]
ruin; [attractions_and_activities,ruin]
sailing_area; [attractions_and_activities,sailing_area]
sand_dune; [attractions_and_activities,sand_dune]
scavenger_hunts_provider; [attractions_and_activities,scavenger_hunts_provider]
sculpture_statue; [attractions_and_activities,sculpture_statue]
ski_area; [attractions_and_activities,ski_area]
skyline; [attractions_and_activities,skyline]
sledding_rental; [attractions_and_activities,sledding_rental]
snorkeling_equipment_rental; [attractions_and_activities,snorkeling_equipment_rental]
snorkeling; [attractions_and_activities,snorkeling]
snowboarding_center; [attractions_and_activities,snowboarding_center]
stargazing_area; [attractions_and_activities,stargazing_area]
street_art; [attractions_and_activities,street_art]
trail; [attractions_and_activities,trail]
hiking_trail; [attractions_and_activities,trail,hiking_trail]
mountain_bike_trails; [attractions_and_activities,trail,mountain_bike_trails]
waterfall; [attractions_and_activities,waterfall]
surfing; [attractions_and_activities,surfing]
surfboard_rental; [attractions_and_activities,surfing,surfboard_rental]
windsurfing_center; [attractions_and_activities,surfing,windsurfing_center]
ziplining_center; [attractions_and_activities,ziplining_center]
zoo; [attractions_and_activities,zoo]
petting_zoo; [attractions_and_activities,zoo,petting_zoo]
museum; [attractions_and_activities,museum]
art_museum; [attractions_and_activities,museum,art_museum]
asian_art_museum; [attractions_and_activities,museum,art_museum,asian_art_museum]
cartooning_museum; [attractions_and_activities,museum,art_museum,cartooning_museum]
contemporary_art_museum; [attractions_and_activities,museum,art_museum,contemporary_art_museum]
childrens_museum; [attractions_and_activities,museum,childrens_museum]
costume_museum; [attractions_and_activities,museum,art_museum,costume_museum]
decorative_arts_museum; [attractions_and_activities,museum,art_museum,decorative_arts_museum]
design_museum; [attractions_and_activities,museum,art_museum,design_museum]
modern_art_museum; [attractions_and_activities,museum,art_museum,modern_art_museum]
photography_museum; [attractions_and_activities,museum,art_museum,photography_museum]
textile_museum; [attractions_and_activities,museum,art_museum,textile_museum]
history_museum; [attractions_and_activities,museum,history_museum]
civilization_museum; [attractions_and_activities,museum,history_museum,civilization_museum]
community_museum; [attractions_and_activities,museum,history_museum,community_museum]
military_museum; [attractions_and_activities,museum,military_museum]
national_museum; [attractions_and_activities,museum,national_museum]
science_museum; [attractions_and_activities,museum,science_museum]
computer_museum; [attractions_and_activities,museum,science_museum,computer_museum]
state_museum; [attractions_and_activities,museum,state_museum]
aviation_museum; [attractions_and_activities,museum,aviation_museum]
sports_museum; [attractions_and_activities,museum,sports_museum]
park; [attractions_and_activities,park]
dog_park; [attractions_and_activities,park,dog_park]
memorial_park; [attractions_and_activities,park,memorial_park]
national_park; [attractions_and_activities,park,national_park]
state_park; [attractions_and_activities,park,state_park]
active_life; [active_life]
sports_and_recreation_venue; [active_life,sports_and_recreation_venue]
adventure_sports_center; [active_life,sports_and_recreation_venue,adventure_sports_center]
american_football_field; [active_life,sports_and_recreation_venue,american_football_field]
airsoft_fields; [active_life,sports_and_recreation_venue,airsoft_fields]
archery_range; [active_life,sports_and_recreation_venue,archery_range]
atv_recreation_park; [active_life,sports_and_recreation_venue,atv_recreation_park]
badminton_court; [active_life,sports_and_recreation_venue,badminton_court]
baseball_field; [active_life,sports_and_recreation_venue,baseball_field]
basketball_court; [active_life,sports_and_recreation_venue,basketball_court]
batting_cage; [active_life,sports_and_recreation_venue,batting_cage]
beach_volleyball_court; [active_life,sports_and_recreation_venue,beach_volleyball_court]
bicycle_path; [active_life,sports_and_recreation_venue,bicycle_path]
bocce_ball_court; [active_life,sports_and_recreation_venue,bocce_ball_court]
bowling_alley; [active_life,sports_and_recreation_venue,bowling_alley]
bubble_soccer_field; [active_life,sports_and_recreation_venue,bubble_soccer_field]
disc_golf_course; [active_life,sports_and_recreation_venue,disc_golf_course]
flyboarding_center; [active_life,sports_and_recreation_venue,flyboarding_center]
futsal_field; [active_life,sports_and_recreation_venue,futsal_field]
golf_course; [active_life,sports_and_recreation_venue,golf_course]
driving_range; [active_life,sports_and_recreation_venue,golf_course,driving_range]
gym; [active_life,sports_and_recreation_venue,gym]
gymnastics_center; [active_life,sports_and_recreation_venue,gymnastics_center]
handball_court; [active_life,sports_and_recreation_venue,handball_court]
hockey_field; [active_life,sports_and_recreation_venue,hockey_field]
horse_riding; [active_life,sports_and_recreation_venue,horse_riding]
equestrian_facility; [active_life,sports_and_recreation_venue,horse_riding,equestrian_facility]
horse_racing_track; [active_life,sports_and_recreation_venue,horse_riding,horse_racing_track]
skate_park; [active_life,sports_and_recreation_venue,skate_park]
skating_rink; [active_life,sports_and_recreation_venue,skating_rink]
ice_skating_rink; [active_life,sports_and_recreation_venue,skating_rink,ice_skating_rink]
roller_skating_rink; [active_life,sports_and_recreation_venue,skating_rink,roller_skating_rink]
hang_gliding_center; [active_life,sports_and_recreation_venue,hang_gliding_center]
kiteboarding; [active_life,sports_and_recreation_venue,kiteboarding]
miniature_golf_course; [active_life,sports_and_recreation_venue,miniature_golf_course]
paddleboarding_center; [active_life,sports_and_recreation_venue,paddleboarding_center]
playground; [active_life,sports_and_recreation_venue,playground]
pool_billiards; [active_life,sports_and_recreation_venue,pool_billiards]
pool_hall; [active_life,sports_and_recreation_venue,pool_billiards,pool_hall]
racquetball_court; [active_life,sports_and_recreation_venue,racquetball_court]
rock_climbing_gym; [active_life,sports_and_recreation_venue,rock_climbing_gym]
rugby_pitch; [active_life,sports_and_recreation_venue,rugby_pitch]
shooting_range; [active_life,sports_and_recreation_venue,shooting_range]
sky_diving; [active_life,sports_and_recreation_venue,sky_diving]
soccer_field; [active_life,sports_and_recreation_venue,soccer_field]
squash_court; [active_life,sports_and_recreation_venue,squash_court]
swimming_pool; [active_life,sports_and_recreation_venue,swimming_pool]
tennis_court; [active_life,sports_and_recreation_venue,tennis_court]
trampoline_park; [active_life,sports_and_recreation_venue,trampoline_park]
tubing_provider; [active_life,sports_and_recreation_venue,tubing_provider]
volleyball_court; [active_life,sports_and_recreation_venue,volleyball_court]
wildlife_hunting_range; [active_life,sports_and_recreation_venue,wildlife_hunting_range]
zorbing_center; [active_life,sports_and_recreation_venue,zorbing_center]
diving_center; [active_life,sports_and_recreation_venue,diving_center]
free_diving_center; [active_life,sports_and_recreation_venue,diving_center,free_diving_center]
scuba_diving_center; [active_life,sports_and_recreation_venue,diving_center,scuba_diving_center]
race_track; [active_life,sports_and_recreation_venue,race_track]
sports_and_fitness_instruction; [active_life,sports_and_fitness_instruction]
climbing_class; [active_life,sports_and_fitness_instruction,climbing_class]
cycling_classes; [active_life,sports_and_fitness_instruction,cycling_classes]
golf_instructor; [active_life,sports_and_fitness_instruction,golf_instructor]
paddleboarding_lessons; [active_life,sports_and_fitness_instruction,paddleboarding_lessons]
racing_experience; [active_life,sports_and_fitness_instruction,racing_experience]
rock_climbing_instructor; [active_life,sports_and_fitness_instruction,rock_climbing_instructor]
free_diving_instruction; [active_life,sports_and_fitness_instruction,diving_instruction,free_diving_instruction]
scuba_diving_instruction; [active_life,sports_and_fitness_instruction,diving_instruction,scuba_diving_instruction]
aerial_fitness_center; [active_life,sports_and_fitness_instruction,aerial_fitness_center]
barre_classes; [active_life,sports_and_fitness_instruction,barre_classes]
boot_camp; [active_life,sports_and_fitness_instruction,boot_camp]
boxing_class; [active_life,sports_and_fitness_instruction,boxing_class]
boxing_club; [active_life,sports_and_fitness_instruction,boxing_club]
boxing_gym; [active_life,sports_and_fitness_instruction,boxing_gym]
cardio_classes; [active_life,sports_and_fitness_instruction,cardio_classes]
dance_school; [active_life,sports_and_fitness_instruction,dance_school]
ems_training; [active_life,sports_and_fitness_instruction,ems_training]
fitness_trainer; [active_life,sports_and_fitness_instruction,fitness_trainer]
health_consultant; [active_life,sports_and_fitness_instruction,health_consultant]
meditation_center; [active_life,sports_and_fitness_instruction,meditation_center]
pilates_studio; [active_life,sports_and_fitness_instruction,pilates_studio]
qi_gong_studio; [active_life,sports_and_fitness_instruction,qi_gong_studio]
self_defense_classes; [active_life,sports_and_fitness_instruction,self_defense_classes]
ski_and_snowboard_school; [active_life,sports_and_fitness_instruction,ski_and_snowboard_school]
surfing_school; [active_life,sports_and_fitness_instruction,surfing_school]
swimming_instructor; [active_life,sports_and_fitness_instruction,swimming_instructor]
tai_chi_studio; [active_life,sports_and_fitness_instruction,tai_chi_studio]
yoga_instructor; [active_life,sports_and_fitness_instruction,yoga_instructor]
yoga_studio; [active_life,sports_and_fitness_instruction,yoga_studio]
sports_club_and_league; [active_life,sports_club_and_league]
amateur_sports_league; [active_life,sports_club_and_league,amateur_sports_league]
amateur_sports_team; [active_life,sports_club_and_league,amateur_sports_team]
beach_volleyball_club; [active_life,sports_club_and_league,beach_volleyball_club]
esports_league; [active_life,sports_club_and_league,esports_league]
esports_team; [active_life,sports_club_and_league,esports_team]
fencing_club; [active_life,sports_club_and_league,fencing_club]
fishing_club; [active_life,sports_club_and_league,fishing_club]
football_club; [active_life,sports_club_and_league,football_club]
go_kart_club; [active_life,sports_club_and_league,go_kart_club]
gymnastics_club; [active_life,sports_club_and_league,gymnastics_club]
lawn_bowling_club; [active_life,sports_club_and_league,lawn_bowling_club]
nudist_clubs; [active_life,sports_club_and_league,nudist_clubs]
paddle_tennis_club; [active_life,sports_club_and_league,paddle_tennis_club]
professional_sports_league; [active_life,sports_club_and_league,professional_sports_league]
professional_sports_team; [active_life,sports_club_and_league,professional_sports_team]
rowing_club; [active_life,sports_club_and_league,rowing_club]
sailing_club; [active_life,sports_club_and_league,sailing_club]
school_sports_league; [active_life,sports_club_and_league,school_sports_league]
school_sports_team; [active_life,sports_club_and_league,school_sports_team]
soccer_club; [active_life,sports_club_and_league,soccer_club]
surf_lifesaving_club; [active_life,sports_club_and_league,surf_lifesaving_club]
table_tennis_club; [active_life,sports_club_and_league,table_tennis_club]
volleyball_club; [active_life,sports_club_and_league,volleyball_club]
golf_club; [active_life,sports_club_and_league,golf_club]
indoor_golf_center; [active_life,sports_club_and_league,golf_club,indoor_golf_center]
martial_arts_club; [active_life,sports_club_and_league,martial_arts_club]
brazilian_jiu_jitsu_club; [active_life,sports_club_and_league,martial_arts_club,brazilian_jiu_jitsu_club]
chinese_martial_arts_club; [active_life,sports_club_and_league,martial_arts_club,chinese_martial_arts_club]
karate_club; [active_life,sports_club_and_league,martial_arts_club,karate_club]
kickboxing_club; [active_life,sports_club_and_league,martial_arts_club,kickboxing_club]
muay_thai_club; [active_life,sports_club_and_league,martial_arts_club,muay_thai_club]
taekwondo_club; [active_life,sports_club_and_league,martial_arts_club,taekwondo_club]
sports_and_recreation_rental_and_services; [active_life,sports_and_recreation_rental_and_services]
beach_equipment_rentals; [active_life,sports_and_recreation_rental_and_services,beach_equipment_rentals]
bike_rentals; [active_life,sports_and_recreation_rental_and_services,bike_rentals]
canoe_and_kayak_hire_service; [active_life,sports_and_recreation_rental_and_services,boat_hire_service,canoe_and_kayak_hire_service]
scooter_rental; [active_life,sports_and_recreation_rental_and_services,scooter_rental]
sport_equipment_rentals; [active_life,sports_and_recreation_rental_and_services,sport_equipment_rentals]
beauty_and_spa; [beauty_and_spa]
aromatherapy; [beauty_and_spa,aromatherapy]
beauty_salon; [beauty_and_spa,beauty_salon]
acne_treatment; [beauty_and_spa,acne_treatment]
barber; [beauty_and_spa,barber]
eyebrow_service; [beauty_and_spa,eyebrow_service]
eyelash_service; [beauty_and_spa,eyelash_service]
foot_care; [beauty_and_spa,foot_care]
hair_extensions; [beauty_and_spa,hair_extensions]
hair_loss_center; [beauty_and_spa,hair_loss_center]
hair_replacement; [beauty_and_spa,hair_replacement]
health_spa; [beauty_and_spa,health_spa]
makeup_artist; [beauty_and_spa,makeup_artist]
massage; [beauty_and_spa,massage]
nail_salon; [beauty_and_spa,nail_salon]
onsen; [beauty_and_spa,onsen]
permanent_makeup; [beauty_and_spa,permanent_makeup]
tattoo_and_piercing; [beauty_and_spa,tattoo_and_piercing]
piercing; [beauty_and_spa,tattoo_and_piercing,piercing]
tattoo; [beauty_and_spa,tattoo_and_piercing,tattoo]
public_bath_houses; [beauty_and_spa,public_bath_houses]
teeth_whitening; [beauty_and_spa,teeth_whitening]
turkish_baths; [beauty_and_spa,turkish_baths]
hair_removal; [beauty_and_spa,hair_removal]
laser_hair_removal; [beauty_and_spa,hair_removal,laser_hair_removal]
sugaring; [beauty_and_spa,hair_removal,sugaring]
threading_service; [beauty_and_spa,hair_removal,threading_service]
waxing; [beauty_and_spa,hair_removal,waxing]
hair_salon; [beauty_and_spa,hair_salon]
blow_dry_blow_out_service; [beauty_and_spa,hair_salon,blow_dry_blow_out_service]
hair_stylist; [beauty_and_spa,hair_salon,hair_stylist]
kids_hair_salon; [beauty_and_spa,hair_salon,kids_hair_salon]
spas; [beauty_and_spa,spas]
medical_spa; [beauty_and_spa,spas,medical_spa]
day_spa; [beauty_and_spa,spas,day_spa]
skin_care; [beauty_and_spa,skin_care]
esthetician; [beauty_and_spa,skin_care,esthetician]
tanning_salon; [beauty_and_spa,tanning_salon]
spray_tanning; [beauty_and_spa,tanning_salon,spray_tanning]
tanning_bed; [beauty_and_spa,tanning_salon,tanning_bed]
image_consultant; [beauty_and_spa,image_consultant]
education; [education]
adult_education; [education,adult_education]
board_of_education_offices; [education,board_of_education_offices]
campus_building; [education,campus_building]
college_counseling; [education,college_counseling]
college_university; [education,college_university]
architecture_schools; [education,college_university,architecture_schools]
business_schools; [education,college_university,business_schools]
engineering_schools; [education,college_university,engineering_schools]
law_schools; [education,college_university,law_schools]
medical_sciences_schools; [education,college_university,medical_sciences_schools]
dentistry_schools; [education,college_university,medical_sciences_schools,dentistry_schools]
pharmacy_schools; [education,college_university,medical_sciences_schools,pharmacy_schools]
veterinary_schools; [education,college_university,medical_sciences_schools,veterinary_schools]
science_schools; [education,college_university,science_schools]
educational_research_institute; [education,educational_research_institute]
educational_services; [education,educational_services]
archaeological_services; [education,educational_services,archaeological_services]
educational_camp; [education,educational_camp]
private_tutor; [education,private_tutor]
school; [education,school]
charter_school; [education,school,charter_school]
elementary_school; [education,school,elementary_school]
high_school; [education,school,high_school]
middle_school; [education,school,middle_school]
montessori_school; [education,school,montessori_school]
preschool; [education,school,preschool]
private_school; [education,school,private_school]
public_school; [education,school,public_school]
religious_school; [education,school,religious_school]
waldorf_school; [education,school,waldorf_school]
school_district_offices; [education,school_district_offices]
specialty_school; [education,specialty_school]
art_school; [education,specialty_school,art_school]
bartending_school; [education,specialty_school,bartending_school]
cheerleading; [education,specialty_school,cheerleading]
childbirth_education; [education,specialty_school,childbirth_education]
circus_school; [education,specialty_school,circus_school]
computer_coaching; [education,specialty_school,computer_coaching]
cooking_school; [education,specialty_school,cooking_school]
cosmetology_school; [education,specialty_school,cosmetology_school]
cpr_classes; [education,specialty_school,cpr_classes]
drama_school; [education,specialty_school,drama_school]
driving_school; [education,specialty_school,driving_school]
dui_school; [education,specialty_school,dui_school]
firearm_training; [education,specialty_school,firearm_training]
first_aid_class; [education,specialty_school,first_aid_class]
flight_school; [education,specialty_school,flight_school]
food_safety_training; [education,specialty_school,food_safety_training]
language_school; [education,specialty_school,language_school]
massage_school; [education,specialty_school,massage_school]
medical_school; [education,specialty_school,medical_school]
music_school; [education,specialty_school,music_school]
nursing_school; [education,specialty_school,nursing_school]
parenting_classes; [education,specialty_school,parenting_classes]
photography_classes; [education,specialty_school,photography_classes]
speech_training; [education,specialty_school,speech_training]
sports_school; [education,specialty_school,sports_school]
traffic_school; [education,specialty_school,traffic_school]
vocational_and_technical_school; [education,specialty_school,vocational_and_technical_school]
student_union; [education,student_union]
tasting_classes; [education,tasting_classes]
cheese_tasting_classes; [education,tasting_classes,cheese_tasting_classes]
wine_tasting_classes; [education,tasting_classes,wine_tasting_classes]
test_preparation; [education,test_preparation]
tutoring_center; [education,tutoring_center]
civil_examinations_academy; [education,tutoring_center,civil_examinations_academy]
financial_service; [financial_service]
accountant; [financial_service,accountant]
atms; [financial_service,atms]
bank_credit_union; [financial_service,bank_credit_union]
banks; [financial_service,bank_credit_union,banks]
credit_union; [financial_service,bank_credit_union,credit_union]
brokers; [financial_service,brokers]
business_brokers; [financial_service,brokers,business_brokers]
stock_and_bond_brokers; [financial_service,brokers,stock_and_bond_brokers]
business_banking_service; [financial_service,business_banking_service]
business_financing; [financial_service,business_financing]
check_cashing_payday_loans; [financial_service,check_cashing_payday_loans]
coin_dealers; [financial_service,coin_dealers]
collection_agencies; [financial_service,collection_agencies]
credit_and_debt_counseling; [financial_service,credit_and_debt_counseling]
currency_exchange; [financial_service,currency_exchange]
debt_relief_services; [financial_service,debt_relief_services]
financial_advising; [financial_service,financial_advising]
holding_companies; [financial_service,holding_companies]
investment_management_company; [financial_service,investment_management_company]
installment_loans; [financial_service,installment_loans]
mortgage_lender; [financial_service,installment_loans,mortgage_lender]
auto_loan_provider; [financial_service,installment_loans,auto_loan_provider]
insurance_agency; [financial_service,insurance_agency]
auto_insurance; [financial_service,insurance_agency,auto_insurance]
farm_insurance; [financial_service,insurance_agency,farm_insurance]
fidelity_and_surety_bonds; [financial_service,insurance_agency,fidelity_and_surety_bonds]
home_and_rental_insurance; [financial_service,insurance_agency,home_and_rental_insurance]
life_insurance; [financial_service,insurance_agency,life_insurance]
investing; [financial_service,investing]
money_transfer_services; [financial_service,money_transfer_services]
tax_services; [financial_service,tax_services]
trusts; [financial_service,trusts]
private_establishments_and_corporates; [private_establishments_and_corporates]
corporate_entertainment_services; [private_establishments_and_corporates,corporate_entertainment_services]
corporate_gift_supplier; [private_establishments_and_corporates,corporate_gift_supplier]
corporate_office; [private_establishments_and_corporates,corporate_office]
private_equity_firm; [private_establishments_and_corporates,private_equity_firm]
retail; [retail]
food; [retail,food]
back_shop; [retail,food,back_shop]
bagel_shop; [retail,food,bagel_shop]
bakery; [retail,food,bakery]
flatbread; [retail,food,bakery,flatbread]
beer_wine_and_spirits; [retail,food,beer_wine_and_spirits]
box_lunch_supplier; [retail,food,box_lunch_supplier]
patisserie_cake_shop; [retail,food,patisserie_cake_shop]
chimney_cake_shop; [retail,food,patisserie_cake_shop,chimney_cake_shop]
cupcake_shop; [retail,food,patisserie_cake_shop,cupcake_shop]
custom_cakes_shop; [retail,food,patisserie_cake_shop,custom_cakes_shop]
coffee_and_tea_supplies; [retail,food,coffee_and_tea_supplies]
csa_farm; [retail,food,csa_farm]
desserts; [retail,food,desserts]
donuts; [retail,food,donuts]
fishmonger; [retail,food,fishmonger]
food_delivery_service; [retail,food,food_delivery_service]
food_stand; [retail,food,food_stand]
food_truck; [retail,food,food_truck]
friterie; [retail,food,friterie]
health_food_store; [retail,food,health_food_store]
ice_cream_and_frozen_yoghurt; [retail,food,ice_cream_and_frozen_yoghurt]
gelato; [retail,food,ice_cream_and_frozen_yoghurt,gelato]
ice_cream_shop; [retail,food,ice_cream_and_frozen_yoghurt,ice_cream_shop]
frozen_yoghurt_shop; [retail,food,ice_cream_and_frozen_yoghurt,frozen_yoghurt_shop]
shaved_ice_shop; [retail,food,ice_cream_and_frozen_yoghurt,shaved_ice_shop]
shaved_snow_shop; [retail,food,ice_cream_and_frozen_yoghurt,shaved_snow_shop]
imported_food; [retail,food,imported_food]
kiosk; [retail,food,kiosk]
liquor_store; [retail,food,liquor_store]
mulled_wine; [retail,food,mulled_wine]
pie_shop; [retail,food,pie_shop]
pretzels; [retail,food,pretzels]
sandwich_shop; [retail,food,sandwich_shop]
smokehouse; [retail,food,smokehouse]
street_vendor; [retail,food,street_vendor]
pizza_delivery_service; [retail,food,food_delivery_service,pizza_delivery_service]
specialty_foods; [retail,food,specialty_foods]
delicatessen; [retail,food,specialty_foods,delicatessen]
frozen_foods; [retail,food,specialty_foods,frozen_foods]
indian_sweets_shop; [retail,food,specialty_foods,indian_sweets_shop]
macarons; [retail,food,specialty_foods,macarons]
pasta_shop; [retail,food,specialty_foods,pasta_shop]
winery; [retail,food,winery]
wine_tasting_room; [retail,food,winery,wine_tasting_room]
auto_parts_and_supply_store; [retail,auto_parts_and_supply_store]
beverage_store; [retail,beverage_store]
boat_parts_and_supply_store; [retail,boat_parts_and_supply_store]
butcher_shop; [retail,food,butcher_shop]
candy_store; [retail,food,candy_store]
japanese_confectionery_shop; [retail,food,candy_store,japanese_confectionery_shop]
carpet_store; [retail,carpet_store]
cheese_shop; [retail,food,cheese_shop]
chocolatier; [retail,food,chocolatier]
distillery; [retail,distillery]
drugstore; [retail,drugstore]
flooring_store; [retail,flooring_store]
fruits_and_vegetables; [retail,food,fruits_and_vegetables]
health_market; [retail,health_market]
hearing_aid_provider; [retail,hearing_aid_provider]
herb_and_spice_shop; [retail,herb_and_spice_shop]
honey_farm_shop; [retail,honey_farm_shop]
meat_shop; [retail,meat_shop]
olive_oil; [retail,olive_oil]
party_supply; [retail,party_supply]
pharmacy; [retail,pharmacy]
popcorn_shop; [retail,popcorn_shop]
seafood_market; [retail,seafood_market]
water_store; [retail,water_store]
shopping; [retail,shopping]
arts_and_crafts; [retail,shopping,arts_and_crafts]
art_supply_store; [retail,shopping,arts_and_crafts,art_supply_store]
atelier; [retail,shopping,arts_and_crafts,atelier]
cooking_classes; [retail,shopping,arts_and_crafts,cooking_classes]
costume_store; [retail,shopping,arts_and_crafts,costume_store]
craft_shop; [retail,shopping,arts_and_crafts,craft_shop]
embroidery_and_crochet; [retail,shopping,arts_and_crafts,embroidery_and_crochet]
fabric_store; [retail,shopping,arts_and_crafts,fabric_store]
framing_store; [retail,shopping,arts_and_crafts,framing_store]
handicraft_shop; [retail,shopping,arts_and_crafts,handicraft_shop]
paint_your_own_pottery; [retail,shopping,arts_and_crafts,paint_your_own_pottery]
books_mags_music_and_video; [retail,shopping,books_mags_music_and_video]
bookstore; [retail,shopping,books_mags_music_and_video,bookstore]
academic_bookstore; [retail,shopping,books_mags_music_and_video,academic_bookstore]
comic_books_store; [retail,shopping,books_mags_music_and_video,comic_books_store]
music_and_dvd_store; [retail,shopping,books_mags_music_and_video,music_and_dvd_store]
newspaper_and_magazines_store; [retail,shopping,books_mags_music_and_video,newspaper_and_magazines_store]
video_and_video_game_rentals; [retail,shopping,books_mags_music_and_video,video_and_video_game_rentals]
video_game_store; [retail,shopping,books_mags_music_and_video,video_game_store]
vinyl_record_store; [retail,shopping,books_mags_music_and_video,vinyl_record_store]
building_supply_store; [retail,shopping,building_supply_store]
lumber_store; [retail,shopping,building_supply_store,lumber_store]
fashion; [retail,shopping,fashion]
clothing_store; [retail,shopping,fashion,clothing_store]
ceremonial_clothing; [retail,shopping,fashion,clothing_store,ceremonial_clothing]
childrens_clothing_store; [retail,shopping,fashion,clothing_store,childrens_clothing_store]
clothing_rental; [retail,shopping,fashion,clothing_store,clothing_rental]
denim_wear_store; [retail,shopping,fashion,clothing_store,denim_wear_store]
designer_clothing; [retail,shopping,fashion,clothing_store,designer_clothing]
formal_wear_store; [retail,shopping,fashion,clothing_store,formal_wear_store]
fur_clothing; [retail,shopping,fashion,clothing_store,fur_clothing]
lingerie_store; [retail,shopping,fashion,clothing_store,lingerie_store]
maternity_wear; [retail,shopping,fashion,clothing_store,maternity_wear]
mens_clothing_store; [retail,shopping,fashion,clothing_store,mens_clothing_store]
t_shirt_store; [retail,shopping,fashion,clothing_store,t_shirt_store]
custom_t_shirt_store; [retail,shopping,fashion,clothing_store,t_shirt_store]
traditional_clothing; [retail,shopping,fashion,clothing_store,traditional_clothing]
womens_clothing_store; [retail,shopping,fashion,clothing_store,womens_clothing_store]
fashion_accessories_store; [retail,shopping,fashion,fashion_accessories_store]
hat_shop; [retail,shopping,fashion,hat_shop]
leather_goods; [retail,shopping,fashion,leather_goods]
plus_size_clothing; [retail,shopping,fashion,plus_size_clothing]
saree_shop; [retail,shopping,fashion,saree_shop]
sleepwear; [retail,shopping,fashion,sleepwear]
stocking; [retail,shopping,fashion,stocking]
used_vintage_and_consignment; [retail,shopping,fashion,used_vintage_and_consignment]
handbag_stores; [retail,shopping,fashion,fashion_accessories_store,handbag_stores]
shoe_store; [retail,shopping,fashion,shoe_store]
orthopedic_shoe_store; [retail,shopping,fashion,shoe_store,orthopedic_shoe_store]
cosmetic_and_beauty_supplies; [retail,shopping,cosmetic_and_beauty_supplies]
hair_supply_stores; [retail,shopping,cosmetic_and_beauty_supplies,hair_supply_stores]
eyewear_and_optician; [retail,shopping,eyewear_and_optician]
sunglasses_store; [retail,shopping,eyewear_and_optician,sunglasses_store]
farming_equipment_store; [retail,shopping,farming_equipment_store]
forklift_dealer; [retail,shopping,farming_equipment_store,forklift_dealer]
flowers_and_gifts_shop; [retail,shopping,flowers_and_gifts_shop]
florist; [retail,shopping,flowers_and_gifts_shop,florist]
gift_shop; [retail,shopping,flowers_and_gifts_shop,gift_shop]
grocery_store; [retail,shopping,grocery_store]
specialty_grocery_store; [retail,shopping,grocery_store,specialty_grocery_store]
asian_grocery_store; [retail,shopping,grocery_store,asian_grocery_store]
dairy_stores; [retail,shopping,grocery_store,dairy_stores]
ethical_grocery; [retail,shopping,grocery_store,ethical_grocery]
indian_grocery_store; [retail,shopping,grocery_store,indian_grocery_store]
japanese_grocery_store; [retail,shopping,grocery_store,japanese_grocery_store]
korean_grocery_store; [retail,shopping,grocery_store,korean_grocery_store]
kosher_grocery_store; [retail,shopping,grocery_store,kosher_grocery_store]
mexican_grocery_store; [retail,shopping,grocery_store,mexican_grocery_store]
organic_grocery_store; [retail,shopping,grocery_store,organic_grocery_store]
rice_shop; [retail,shopping,grocery_store,rice_shop]
russian_grocery_store; [retail,shopping,grocery_store,russian_grocery_store]
home_and_garden; [retail,shopping,home_and_garden]
hardware_store; [retail,shopping,home_and_garden,hardware_store]
welding_supply_store; [retail,shopping,home_and_garden,hardware_store,welding_supply_store]
appliance_store; [retail,shopping,home_and_garden,appliance_store]
bedding_and_bath_stores; [retail,shopping,home_and_garden,bedding_and_bath_stores]
candle_store; [retail,shopping,home_and_garden,candle_store]
christmas_trees; [retail,shopping,home_and_garden,christmas_trees]
electrical_supply_store; [retail,shopping,home_and_garden,electrical_supply_store]
furniture_accessory_store; [retail,shopping,home_and_garden,furniture_accessory_store]
furniture_store; [retail,shopping,home_and_garden,furniture_store]
grilling_equipment; [retail,shopping,home_and_garden,grilling_equipment]
holiday_decor; [retail,shopping,home_and_garden,holiday_decor]
home_decor; [retail,shopping,home_and_garden,home_decor]
home_goods_store; [retail,shopping,home_and_garden,home_goods_store]
home_improvement_store; [retail,shopping,home_and_garden,home_improvement_store]
hot_tubs_and_pools; [retail,shopping,home_and_garden,hot_tubs_and_pools]
lawn_mower_store; [retail,shopping,home_and_garden,lawn_mower_store]
lighting_store; [retail,shopping,home_and_garden,lighting_store]
linen; [retail,shopping,home_and_garden,linen]
mattress_store; [retail,shopping,home_and_garden,mattress_store]
nursery_and_gardening; [retail,shopping,home_and_garden,nursery_and_gardening]
outdoor_furniture_store; [retail,shopping,home_and_garden,outdoor_furniture_store]
paint_store; [retail,shopping,home_and_garden,paint_store]
playground_equipment_supplier; [retail,shopping,home_and_garden,playground_equipment_supplier]
pumpkin_patch; [retail,shopping,home_and_garden,pumpkin_patch]
rug_store; [retail,shopping,home_and_garden,rug_store]
tableware_supplier; [retail,shopping,home_and_garden,tableware_supplier]
