Basic hierarchy,Basic label,Modified,Remove from V1,Match type,Overture label,Overture hierarchy
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,federal_government_offices,public_service_and_government > federal_government_offices
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,CLOSE,government_services,public_service_and_government > government_services
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,health_department,health_and_medical > health_department
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,immigration_and_naturalization,public_service_and_government > immigration_and_naturalization
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,local_and_state_government_offices,public_service_and_government > local_and_state_government_offices
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,national_security_services,public_service_and_government > national_security_services
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,office_of_vital_records,public_service_and_government > office_of_vital_records
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,pension,public_service_and_government > pension
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,registry_office,public_service_and_government > registry_office
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,social_security_services,public_service_and_government > government_services > social_security_services
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,tax_office,public_service_and_government > tax_office
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,town_hall,public_service_and_government > town_hall
"Cultural, civic or municipal location > Civic organization or office > Government office",government_office,,,NARROWER,unemployment_office,public_service_and_government > unemployment_office
"Cultural, civic or municipal location > Civic organization or office > Labor union",labor_union,,,EXACT,labor_union,public_service_and_government > organization > labor_union
"Cultural, civic or municipal location > Civic organization or office > Political organization",political_organization,,,EXACT,political_organization,public_service_and_government > organization > political_organization
"Cultural, civic or municipal location > Civic organization or office > Political organization",political_organization,,,NARROWER,political_party_office,public_service_and_government > political_party_office
"Cultural, civic or municipal location > Memorial site",memorial_site,,,NARROWER,memorial_park,attractions_and_activities > park > memorial_park
"Cultural, civic or municipal location > Memorial site > Cemetery",cemetery,,,EXACT,cemeteries,professional_services > cemeteries
"Cultural, civic or municipal location > Memorial site > Monument",monument,,,EXACT,monument,attractions_and_activities > monument
"Cultural, civic or municipal location > Military site",military_site,,,NARROWER,armed_forces_branch,public_service_and_government > armed_forces_branch
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,adult_education,education > adult_education
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,campus_building,education > campus_building
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,charter_school,education > school > charter_school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,CLOSE,education,education
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,educational_camp,education > educational_camp
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,educational_research_institute,education > educational_research_institute
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,montessori_school,education > school > montessori_school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,private_school,education > school > private_school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,public_school,education > school > public_school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,religious_school,education > school > religious_school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,school,education > school
"Cultural, civic or municipal location > Place of learning",place_of_learning,,,NARROWER,waldorf_school,education > school > waldorf_school
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,architecture_schools,education > college_university > architecture_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,business_schools,education > college_university > business_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,EXACT,college_university,education > college_university
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,dentistry_schools,education > college_university > medical_sciences_schools > dentistry_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,engineering_schools,education > college_university > engineering_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,law_schools,education > college_university > law_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,medical_sciences_schools,education > college_university > medical_sciences_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,pharmacy_schools,education > college_university > medical_sciences_schools > pharmacy_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,science_schools,education > college_university > science_schools
"Cultural, civic or municipal location > Place of learning > College or university",college_university,,,NARROWER,veterinary_schools,education > college_university > medical_sciences_schools > veterinary_schools
"Cultural, civic or municipal location > Place of learning > Elementary school",elementary_school,,,EXACT,elementary_school,education > school > elementary_school
"Cultural, civic or municipal location > Place of learning > High school",high_school,,,EXACT,high_school,education > school > high_school
"Cultural, civic or municipal location > Place of learning > Library",library,,,EXACT,library,public_service_and_government > library
"Cultural, civic or municipal location > Place of learning > Middle school",middle_school,,,EXACT,middle_school,education > school > middle_school
"Cultural, civic or municipal location > Place of learning > Preschool",preschool,,,EXACT,preschool,education > school > preschool
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,art_school,education > specialty_school > art_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,bartending_school,education > specialty_school > bartending_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,cheerleading,education > specialty_school > cheerleading
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,cheese_tasting_classes,education > tasting_classes > cheese_tasting_classes
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,childbirth_education,education > specialty_school > childbirth_education
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,circus_school,education > specialty_school > circus_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,computer_coaching,education > specialty_school > computer_coaching
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,cooking_school,education > specialty_school > cooking_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,cosmetology_school,education > specialty_school > cosmetology_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,cpr_classes,education > specialty_school > cpr_classes
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,dance_school,active_life > sports_and_fitness_instruction > dance_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,drama_school,education > specialty_school > drama_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,driving_school,education > specialty_school > driving_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,dui_school,education > specialty_school > dui_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,firearm_training,education > specialty_school > firearm_training
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,first_aid_class,education > specialty_school > first_aid_class
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,flight_school,education > specialty_school > flight_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,food_safety_training,education > specialty_school > food_safety_training
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,language_school,education > specialty_school > language_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,massage_school,education > specialty_school > massage_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,medical_school,education > specialty_school > medical_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,music_school,education > specialty_school > music_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,nursing_school,education > specialty_school > nursing_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,parenting_classes,education > specialty_school > parenting_classes
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,photography_classes,education > specialty_school > photography_classes
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,ski_and_snowboard_school,active_life > sports_and_fitness_instruction > ski_and_snowboard_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,EXACT,specialty_school,education > specialty_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,speech_training,education > specialty_school > speech_training
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,sports_school,education > specialty_school > sports_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,surfing_school,active_life > sports_and_fitness_instruction > surfing_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,tasting_classes,education > tasting_classes
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,traffic_school,education > specialty_school > traffic_school
"Cultural, civic or municipal location > Place of learning > Specialty school",specialty_school,,,NARROWER,wine_tasting_classes,education > tasting_classes > wine_tasting_classes
"Cultural, civic or municipal location > Place of learning > Vocational or technical school",vocational_technical_school,,,EXACT,vocational_and_technical_school,education > specialty_school > vocational_and_technical_school
"Cultural, civic or municipal location > Public fountain",public_fountain,,,EXACT,fountain,attractions_and_activities > fountain
"Cultural, civic or municipal location > Public pathway > Bicycle path",bicycle_path,,,EXACT,bicycle_path,active_life > sports_and_recreation_venue > bicycle_path
"Cultural, civic or municipal location > Public plaza",public_plaza,,,EXACT,plaza,attractions_and_activities > plaza
"Cultural, civic or municipal location > Public plaza",public_plaza,,,EXACT,public_plaza,structure_and_geography > public_plaza
"Cultural, civic or municipal location > Public safety service > Ambulance or EMS service",ambulance_ems_service,,,CLOSE,ambulance_and_ems_services,health_and_medical > ambulance_and_ems_services
"Cultural, civic or municipal location > Public safety service > Fire station",fire_station,,,EXACT,fire_department,public_service_and_government > fire_department
"Cultural, civic or municipal location > Public safety service > Jail or prison",jail_or_prison,,,EXACT,jail_and_prison,public_service_and_government > jail_and_prison
"Cultural, civic or municipal location > Public safety service > Jail or prison",jail_or_prison,,,NARROWER,juvenile_detention_center,public_service_and_government > jail_and_prison > juvenile_detention_center
"Cultural, civic or municipal location > Public safety service > Police station",police_station,,,CLOSE,law_enforcement,public_service_and_government > law_enforcement
"Cultural, civic or municipal location > Public safety service > Police station",police_station,,,EXACT,police_department,public_service_and_government > police_department
"Cultural, civic or municipal location > Public toilet",public_toilet,,,EXACT,public_restrooms,professional_services > utility_service > public_restrooms
"Cultural, civic or municipal location > Public toilet",public_toilet,,,EXACT,public_toilet,public_service_and_government > public_toilet
"Cultural, civic or municipal location > Public utility service",public_utility_service,,,NARROWER,public_phones,professional_services > utility_service > public_phones
"Cultural, civic or municipal location > Public utility service",public_utility_service,,,EXACT,public_utility_company,public_service_and_government > public_utility_company
"Cultural, civic or municipal location > Public utility service",public_utility_service,,,EXACT,utility_service,professional_services > utility_service
"Cultural, civic or municipal location > Public utility service > Electric utility service",electric_utility_service,,,EXACT,electric_utility_provider,public_service_and_government > public_utility_company > electric_utility_provider
"Cultural, civic or municipal location > Public utility service > Electric utility service",electric_utility_service,,,CLOSE,electricity_supplier,professional_services > utility_service > electricity_supplier
"Cultural, civic or municipal location > Public utility service > Garbage collection service",garbage_collection_service,,,EXACT,garbage_collection_service,professional_services > utility_service > garbage_collection_service
"Cultural, civic or municipal location > Public utility service > Natural gas utility service",natural_gas_utility_service,,,EXACT,natural_gas_supplier,professional_services > utility_service > natural_gas_supplier
"Cultural, civic or municipal location > Public utility service > Recycling center",recycling_center,,,EXACT,recycling_center,professional_services > recycling_center
"Cultural, civic or municipal location > Public utility service > Water utility service",water_utility_service,,,EXACT,water_supplier,professional_services > utility_service > water_supplier
"Cultural, civic or municipal location > Religious organization",religious_organization,,,NARROWER,convents_and_monasteries,religious_organization > convents_and_monasteries
"Cultural, civic or municipal location > Religious organization",religious_organization,,,NARROWER,mission,religious_organization > mission
"Cultural, civic or municipal location > Religious organization",religious_organization,,,NARROWER,religious_destination,religious_organization > religious_destination
"Cultural, civic or municipal location > Religious organization",religious_organization,,,EXACT,religious_organization,religious_organization
"Cultural, civic or municipal location > Religious organization > Buddhist place of worship",buddhist_place_of_worship,,,CLOSE,buddhist_temple,religious_organization > buddhist_temple
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,anglican_church,religious_organization > church_cathedral > anglican_church
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,baptist_church,religious_organization > church_cathedral > baptist_church
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,catholic_church,religious_organization > church_cathedral > catholic_church
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,CLOSE,church_cathedral,religious_organization > church_cathedral
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,episcopal_church,religious_organization > church_cathedral > episcopal_church
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,evangelical_church,religious_organization > church_cathedral > evangelical_church
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,jehovahs_witness_kingdom_hall,religious_organization > church_cathedral > jehovahs_witness_kingdom_hall
"Cultural, civic or municipal location > Religious organization > Christian place of worship",christian_place_of_worship,,,NARROWER,pentecostal_church,religious_organization > church_cathedral > pentecostal_church
"Cultural, civic or municipal location > Religious organization > Hindu place of worship",hindu_place_of_worship,,,CLOSE,hindu_temple,religious_organization > hindu_temple
"Cultural, civic or municipal location > Religious organization > Jewish place of worship",jewish_place_of_worship,,,CLOSE,synagogue,religious_organization > synagogue
"Cultural, civic or municipal location > Religious organization > Muslim place of worship",muslim_place_of_worship,,,CLOSE,mosque,religious_organization > mosque
"Cultural, civic or municipal location > Religious organization > Place of worship",place_of_worship,,,NARROWER,shinto_shrines,religious_organization > shinto_shrines
"Cultural, civic or municipal location > Religious organization > Place of worship",place_of_worship,,,NARROWER,sikh_temple,religious_organization > sikh_temple
"Cultural, civic or municipal location > Religious organization > Place of worship",place_of_worship,,,NARROWER,temple,religious_organization > temple
Eating or drinking location,eating_drinking_location,,,EXACT,eat_and_drink,eat_and_drink
Eating or drinking location > Bar,bar,,,NARROWER,airport_lounge,eat_and_drink > bar > airport_lounge
Eating or drinking location > Bar,bar,,,EXACT,bar,eat_and_drink > bar
Eating or drinking location > Bar,bar,,,NARROWER,beach_bar,eat_and_drink > bar > beach_bar
Eating or drinking location > Bar,bar,,,NARROWER,beer_bar,eat_and_drink > bar > beer_bar
Eating or drinking location > Bar,bar,,,NARROWER,beer_garden,eat_and_drink > bar > beer_garden
Eating or drinking location > Bar,bar,,,NARROWER,champagne_bar,eat_and_drink > bar > champagne_bar
Eating or drinking location > Bar,bar,,,NARROWER,cigar_bar,eat_and_drink > bar > cigar_bar
Eating or drinking location > Bar,bar,,,NARROWER,cocktail_bar,eat_and_drink > bar > cocktail_bar
Eating or drinking location > Bar,bar,,,NARROWER,dive_bar,eat_and_drink > bar > dive_bar
Eating or drinking location > Bar,bar,,,NARROWER,drive_thru_bar,eat_and_drink > bar > drive_thru_bar
Eating or drinking location > Bar,bar,,,NARROWER,gay_bar,eat_and_drink > bar > gay_bar
Eating or drinking location > Bar,bar,,,NARROWER,hookah_bar,eat_and_drink > bar > hookah_bar
Eating or drinking location > Bar,bar,,,NARROWER,hotel_bar,eat_and_drink > bar > hotel_bar
Eating or drinking location > Bar,bar,,,NARROWER,lounge,eat_and_drink > bar > lounge
Eating or drinking location > Bar,bar,,,NARROWER,piano_bar,eat_and_drink > bar > piano_bar
Eating or drinking location > Bar,bar,,,NARROWER,sake_bar,eat_and_drink > bar > sake_bar
Eating or drinking location > Bar,bar,,,NARROWER,speakeasy,eat_and_drink > bar > speakeasy
Eating or drinking location > Bar,bar,,,NARROWER,sports_bar,eat_and_drink > bar > sports_bar
Eating or drinking location > Bar,bar,,,NARROWER,sugar_shack,eat_and_drink > bar > sugar_shack
Eating or drinking location > Bar,bar,,,NARROWER,tabac,eat_and_drink > bar > tabac
Eating or drinking location > Bar,bar,,,NARROWER,tiki_bar,eat_and_drink > bar > tiki_bar
Eating or drinking location > Bar,bar,,,NARROWER,vermouth_bar,eat_and_drink > bar > vermouth_bar
Eating or drinking location > Bar,bar,,,NARROWER,whiskey_bar,eat_and_drink > bar > whiskey_bar
Eating or drinking location > Bar,bar,,,NARROWER,wine_bar,eat_and_drink > bar > wine_bar
Eating or drinking location > Bar > Pub,pub,,,NARROWER,irish_pub,eat_and_drink > bar > irish_pub
Eating or drinking location > Bar > Pub,pub,,,EXACT,pub,eat_and_drink > bar > pub
Eating or drinking location > Beverage shop,beverage_shop,,,CLOSE,beverage_store,retail > beverage_store
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,bubble_tea,eat_and_drink > bar > bubble_tea
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,cidery,eat_and_drink > bar > cidery
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,kombucha,eat_and_drink > bar > kombucha
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,milk_bar,eat_and_drink > bar > milk_bar
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,milkshake_bar,eat_and_drink > bar > milkshake_bar
Eating or drinking location > Beverage shop,beverage_shop,,,NARROWER,tea_room,eat_and_drink > cafe > tea_room
Eating or drinking location > Beverage shop > Coffee shop,coffee_shop,,,NARROWER,coffee_roastery,eat_and_drink > cafe > coffee_roastery
Eating or drinking location > Beverage shop > Coffee shop,coffee_shop,,,EXACT,coffee_shop,eat_and_drink > cafe > coffee_shop
Eating or drinking location > Beverage shop > Juice bar,juice_bar,,,CLOSE,smoothie_juice_bar,eat_and_drink > bar > smoothie_juice_bar
Eating or drinking location > Brewery,brewery,,,EXACT,brewery,eat_and_drink > bar > brewery
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,bagel_restaurant,eat_and_drink > restaurant > breakfast_and_brunch_restaurant > bagel_restaurant
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,bagel_shop,retail > food > bagel_shop
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,baguettes,eat_and_drink > restaurant > breakfast_and_brunch_restaurant > baguettes
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,bistro,eat_and_drink > restaurant > bistro
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,brasserie,eat_and_drink > restaurant > brasserie
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,desserts,retail > food > desserts
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,donuts,retail > food > donuts
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,flatbread,retail > food > bakery > flatbread
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,food_truck,retail > food > food_truck
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,friterie,retail > food > friterie
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,frozen_yoghurt_shop,retail > food > ice_cream_and_frozen_yoghurt > frozen_yoghurt_shop
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,gelato,retail > food > ice_cream_and_frozen_yoghurt > gelato
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,ice_cream_and_frozen_yoghurt,retail > food > ice_cream_and_frozen_yoghurt
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,ice_cream_shop,retail > food > ice_cream_and_frozen_yoghurt > ice_cream_shop
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,kiosk,retail > food > kiosk
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,macarons,retail > food > specialty_foods > macarons
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,shaved_ice_shop,retail > food > ice_cream_and_frozen_yoghurt > shaved_ice_shop
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,shaved_snow_shop,retail > food > ice_cream_and_frozen_yoghurt > shaved_snow_shop
Eating or drinking location > Casual eatery,casual_eatery,,,NARROWER,street_vendor,retail > food > street_vendor
Eating or drinking location > Casual eatery > Bakery,bakery,,,EXACT,bakery,retail > food > bakery
Eating or drinking location > Casual eatery > Cafe,cafe,,,EXACT,cafe,eat_and_drink > cafe
Eating or drinking location > Casual eatery > Cafe,cafe,,,NARROWER,internet_cafe,arts_and_entertainment > internet_cafe
Eating or drinking location > Casual eatery > Candy shop,candy_shop,,,EXACT,candy_store,retail > food > candy_store
Eating or drinking location > Casual eatery > Candy shop,candy_shop,,,NARROWER,chocolatier,retail > food > chocolatier
Eating or drinking location > Casual eatery > Candy shop,candy_shop,,,NARROWER,indian_sweets_shop,retail > food > specialty_foods > indian_sweets_shop
Eating or drinking location > Casual eatery > Candy shop,candy_shop,,,NARROWER,japanese_confectionery_shop,retail > food > candy_store > japanese_confectionery_shop
Eating or drinking location > Casual eatery > Deli,deli,,,EXACT,delicatessen,retail > food > specialty_foods > delicatessen
Eating or drinking location > Casual eatery > Food court,food_court,,,EXACT,food_court,eat_and_drink > restaurant > food_court
Eating or drinking location > Casual eatery > Sandwich shop,sandwich_shop,,,EXACT,sandwich_shop,retail > food > sandwich_shop
Eating or drinking location > Restaurant,restaurant,,,NARROWER,acai_bowls,eat_and_drink > restaurant > acai_bowls
Eating or drinking location > Restaurant,restaurant,,,NARROWER,afghan_restaurant,eat_and_drink > restaurant > afghan_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,african_restaurant,eat_and_drink > restaurant > african_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,american_restaurant,eat_and_drink > restaurant > american_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,arabian_restaurant,eat_and_drink > restaurant > arabian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,argentine_restaurant,eat_and_drink > restaurant > latin_american_restaurant > argentine_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,armenian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > armenian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,asian_fusion_restaurant,eat_and_drink > restaurant > asian_restaurant > asian_fusion_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,asian_restaurant,eat_and_drink > restaurant > asian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,australian_restaurant,eat_and_drink > restaurant > australian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,austrian_restaurant,eat_and_drink > restaurant > austrian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,azerbaijani_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > azerbaijani_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,bangladeshi_restaurant,eat_and_drink > restaurant > bangladeshi_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,baozi_restaurant,eat_and_drink > restaurant > baozi_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,barbecue_restaurant,eat_and_drink > restaurant > barbecue_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,basque_restaurant,eat_and_drink > restaurant > basque_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,belarusian_restaurant,eat_and_drink > restaurant > eastern_european_restaurant > belarusian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,belgian_restaurant,eat_and_drink > restaurant > belgian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,belizean_restaurant,eat_and_drink > restaurant > latin_american_restaurant > belizean_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,bolivian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > bolivian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,brazilian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > brazilian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,british_restaurant,eat_and_drink > restaurant > british_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,bulgarian_restaurant,eat_and_drink > restaurant > eastern_european_restaurant > bulgarian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,burger_restaurant,eat_and_drink > restaurant > burger_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,burmese_restaurant,eat_and_drink > restaurant > asian_restaurant > burmese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,cafeteria,eat_and_drink > restaurant > cafeteria
Eating or drinking location > Restaurant,restaurant,,,NARROWER,cajun_and_creole_restaurant,eat_and_drink > restaurant > cajun_and_creole_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,cambodian_restaurant,eat_and_drink > restaurant > asian_restaurant > cambodian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,canadian_restaurant,eat_and_drink > restaurant > canadian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,canteen,eat_and_drink > restaurant > canteen
Eating or drinking location > Restaurant,restaurant,,,NARROWER,caribbean_restaurant,eat_and_drink > restaurant > caribbean_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,catalan_restaurant,eat_and_drink > restaurant > catalan_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,cheesesteak_restaurant,eat_and_drink > restaurant > cheesesteak_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,chilean_restaurant,eat_and_drink > restaurant > latin_american_restaurant > chilean_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,chinese_restaurant,eat_and_drink > restaurant > asian_restaurant > chinese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,colombian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > colombian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,comfort_food_restaurant,eat_and_drink > restaurant > comfort_food_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,costa_rican_restaurant,eat_and_drink > restaurant > latin_american_restaurant > costa_rican_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,cuban_restaurant,eat_and_drink > restaurant > latin_american_restaurant > cuban_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,curry_sausage_restaurant,eat_and_drink > restaurant > curry_sausage_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,czech_restaurant,eat_and_drink > restaurant > czech_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,danish_restaurant,eat_and_drink > restaurant > scandinavian_restaurant > danish_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,dim_sum_restaurant,eat_and_drink > restaurant > asian_restaurant > dim_sum_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,diner,eat_and_drink > restaurant > diner
Eating or drinking location > Restaurant,restaurant,,,NARROWER,diy_foods_restaurant,eat_and_drink > restaurant > diy_foods_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,dog_meat_restaurant,eat_and_drink > restaurant > dog_meat_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,dominican_restaurant,eat_and_drink > restaurant > caribbean_restaurant > dominican_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,doner_kebab,eat_and_drink > restaurant > doner_kebab
Eating or drinking location > Restaurant,restaurant,,,NARROWER,dumpling_restaurant,eat_and_drink > restaurant > dumpling_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,eastern_european_restaurant,eat_and_drink > restaurant > eastern_european_restaurant
