_col0,primary_category,basic_category,primary,hierarchy,alternates
4583,cemeteries,cemetery,cemetery,"[""services_and_business"",""professional_service"",""cemetery""]",
194787,central_government_office,government_office,government_office,"[""community_and_government"",""government_office""]",
103,ceremonial_clothing,clothing_store,clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store""]",
147,certification_agency,b2b_service,certification_agency,"[""services_and_business"",""professional_service"",""certification_agency""]",
40,challenge_courses_center,sport_fitness_facility,challenge_courses_center,"[""sports_and_recreation"",""adventure_sport"",""challenge_courses_center""]",
13,chamber_of_handicraft,artspace,arts_and_crafts_space,"[""arts_and_entertainment"",""arts_and_crafts_space""]",
282,chambers_of_commerce,government_office,chambers_of_commerce,"[""community_and_government"",""chambers_of_commerce""]",
263,champagne_bar,bar,champagne_bar,"[""food_and_drink"",""bar"",""champagne_bar""]",
65054,charity_organization,charity_organization,charity_organization,"[""community_and_government"",""organization"",""social_service_organization"",""charity_organization""]",
148,charter_school,place_of_learning,charter_school,"[""education"",""school"",""charter_school""]",
10298,check_cashing_payday_loans,loan_provider,check_cashing_payday_loans,"[""services_and_business"",""financial_service"",""check_cashing_payday_loans""]",
21,cheerleading,specialty_school,cheerleading,"[""education"",""specialty_school"",""cheerleading""]",
13822,cheese_shop,food_or_beverage_store,cheese_shop,"[""shopping"",""food_and_beverage_store"",""cheese_shop""]",
6,cheese_tasting_classes,specialty_school,cheese_tasting_class,"[""education"",""tasting_class"",""cheese_tasting_class""]",
980,cheesesteak_restaurant,restaurant,cheesesteak_restaurant,"[""food_and_drink"",""restaurant"",""meat_restaurant"",""cheesesteak_restaurant""]",
54880,chemical_plant,b2b_supplier_distributor,chemical_plant,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""chemical_plant""]",
92374,chicken_restaurant,chicken_restaurant,chicken_restaurant,"[""food_and_drink"",""restaurant"",""meat_restaurant"",""chicken_restaurant""]",
5638,chicken_wings_restaurant,chicken_restaurant,chicken_wings_restaurant,"[""food_and_drink"",""restaurant"",""meat_restaurant"",""chicken_wings_restaurant""]",
27406,child_care_and_day_care,child_care_or_day_care,child_care_and_day_care,"[""services_and_business"",""professional_service"",""child_care_and_day_care""]",
610,child_protection_service,child_protection_service,child_protection_service,"[""community_and_government"",""organization"",""social_service_organization"",""child_protection_service""]",
714,child_psychiatrist,psychiatry,child_psychiatrist,"[""health_care"",""doctor"",""psychiatrist"",""child_psychiatrist""]",
101,childbirth_education,specialty_school,childbirth_education,"[""education"",""specialty_school"",""childbirth_education""]",
18,childproofing,home_service,childproofing,"[""services_and_business"",""home_service"",""childproofing""]",
12,children_hall,civic_organization_office,children_hall,"[""community_and_government"",""children_hall""]",
128798,childrens_clothing_store,clothing_store,childrens_clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""childrens_clothing_store""]",
1367,childrens_hospital,childrens_hospital,childrens_hospital,"[""health_care"",""childrens_hospital""]",
884,childrens_museum,childrens_museum,childrens_museum,"[""arts_and_entertainment"",""museum"",""childrens_museum""]",
263,chilean_restaurant,restaurant,chilean_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""south_american_restaurant"",""chilean_restaurant""]",
1,chimney_cake_shop,food_or_beverage_store,patisserie_cake_shop,"[""shopping"",""food_and_beverage_store"",""patisserie_cake_shop""]",
204,chimney_service,home_service,chimney_service,"[""services_and_business"",""home_service"",""chimney_service""]",
7096,chimney_sweep,home_service,chimney_sweep,"[""services_and_business"",""home_service"",""chimney_service"",""chimney_sweep""]",
163,chinese_martial_arts_club,martial_arts_club,chinese_martial_arts_club,"[""sports_and_recreation"",""sports_club_and_league"",""martial_arts_club"",""chinese_martial_arts_club""]",
195010,chinese_restaurant,restaurant,chinese_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""chinese_restaurant""]",
106590,chiropractor,alternative_medicine,chiropractor,"[""health_care"",""chiropractor""]",
30104,chocolatier,candy_shop,chocolatier,"[""food_and_drink"",""casual_eatery"",""candy_store"",""chocolatier""]",
2987,choir,music_venue,choir,"[""arts_and_entertainment"",""performing_arts_venue"",""music_venue"",""choir""]",
2327,christmas_trees,specialty_store,christmas_tree_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""christmas_tree_store""]",
926424,church_cathedral,christian_place_of_worshop,christian_place_of_worshop,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""christian_place_of_worshop""]",
211,cidery,eating_drinking_location,cidery,"[""food_and_drink"",""brewery_winery_distillery"",""cidery""]",
63,cigar_bar,bar,cigar_bar,"[""food_and_drink"",""bar"",""cigar_bar""]",
65796,cinema,movie_theater,movie_theater,"[""arts_and_entertainment"",""movie_theater""]",
3773,circus,entertainment_location,circus_venue,"[""arts_and_entertainment"",""amusement_attraction"",""circus_venue""]",
58,circus_school,specialty_school,circus_school,"[""education"",""specialty_school"",""circus_school""]",
463,civic_center,civic_center,civic_center,"[""community_and_government"",""civic_center""]",
3143,civil_engineers,engineering_service,civil_engineer,"[""services_and_business"",""professional_service"",""construction_service"",""civil_engineer""]",
65,civil_examinations_academy,educational_service,civil_examinations_academy,"[""education"",""tutoring_center"",""civil_examinations_academy""]",
215,civil_rights_lawyers,attorney_or_law_firm,civil_rights_lawyer,"[""services_and_business"",""professional_service"",""lawyer"",""civil_rights_lawyer""]",
497,civilization_museum,museum,civilization_museum,"[""arts_and_entertainment"",""museum"",""history_museum"",""civilization_museum""]",
1488,cleaning_products_supplier,b2b_supplier_distributor,cleaning_products_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""cleaning_products_supplier""]",
20949,cleaning_services,business_cleaning_service,cleaning_service,"[""services_and_business"",""professional_service"",""cleaning_service""]",
2,climbing_class,sport_fitness_facility,climbing_class,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""climbing_class""]",
105,climbing_service,sport_fitness_facility,climbing_service,"[""sports_and_recreation"",""adventure_sport"",""climbing_service""]",
12672,clinical_laboratories,b2b_service,clinical_lab,"[""services_and_business"",""business_to_business"",""b2b_medical_support_service"",""clinical_lab""]",
161,clock_repair_service,home_service,clock_repair_service,"[""services_and_business"",""professional_service"",""clock_repair_service""]",
28,closet_remodeling,remodeling_service,closet_remodeling,"[""services_and_business"",""home_service"",""closet_remodeling""]",
12371,clothing_company,clothing_store,clothing_company,"[""services_and_business"",""business"",""clothing_company""]",
5067,clothing_rental,clothing_store,clothing_rental,"[""services_and_business"",""real_estate"",""real_estate_service"",""rental_service"",""clothing_rental""]",
1023461,clothing_store,clothing_store,clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store""]",
41,clown,event_or_party_service,clown,"[""services_and_business"",""professional_service"",""event_planning"",""clown""]",
2,club_crawl,social_club,club_crawl,"[""arts_and_entertainment"",""nightlife_venue"",""club_crawl""]",
286,coach_bus,transportation_location,coach_bus,"[""travel_and_transportation"",""automotive_and_ground_transport"",""buses_and public_transit"",""coach_bus""]",
524,coal_and_coke,utility_energy_infrastructure,coal_and_coke,"[""services_and_business"",""business_to_business"",""b2b_energy_and_mining"",""mining"",""coal_and_coke""]",
48529,cocktail_bar,bar,cocktail_bar,"[""food_and_drink"",""bar"",""cocktail_bar""]",
646,coffee_and_tea_supplies,food_or_beverage_store,coffee_and_tea_supplies,"[""shopping"",""food_and_beverage_store"",""coffee_and_tea_supplies""]",
882,coffee_roastery,beverage_shop,coffee_roastery,"[""food_and_drink"",""beverage_shop"",""coffee_roastery""]",
686114,coffee_shop,coffee_shop,coffee_shop,"[""food_and_drink"",""beverage_shop"",""coffee_shop""]",
168,coin_dealers,financial_service,coin_dealer,"[""services_and_business"",""financial_service"",""coin_dealer""]",
3816,collection_agencies,financial_service,collection_agency,"[""services_and_business"",""financial_service"",""collection_agency""]",
82,college_counseling,educational_service,college_counseling,"[""education"",""college_counseling""]",
410717,college_university,college_university,college_university,"[""education"",""college_university""]",
2552,colombian_restaurant,restaurant,colombian_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""south_american_restaurant"",""colombian_restaurant""]",
37,colonics,clinic_or_treatment_center,colonics,"[""health_care"",""colonics""]",
7280,comedy_club,comedy_club,comedy_club,"[""arts_and_entertainment"",""performing_arts_venue"",""comedy_club""]",
6567,comfort_food_restaurant,restaurant,comfort_food_restaurant,"[""food_and_drink"",""restaurant"",""comfort_food_restaurant""]",
9322,comic_books_store,bookstore,comic_books_store,"[""shopping"",""specialty_store"",""books_mags_music_video_store"",""bookstore"",""comic_books_store""]",
88619,commercial_industrial,industrial_commercial_infrastructure,commercial_industrial,"[""services_and_business"",""business_to_business"",""commercial_industrial""]",
1187,commercial_printer,b2b_service,commercial_printer,"[""services_and_business"",""professional_service"",""commercial_printer""]",
35055,commercial_real_estate,b2b_service,commercial_real_estate,"[""services_and_business"",""real_estate"",""commercial_real_estate""]",
6077,commercial_refrigeration,b2b_service,commercial_refrigeration,"[""services_and_business"",""professional_service"",""commercial_refrigeration""]",
3067,commercial_vehicle_dealer,vehicle_dealer,commercial_vehicle_dealer,"[""shopping"",""vehicle_dealer"",""commercial_vehicle_dealer""]",
534,commissioned_artist,media_service,commissioned_artist,"[""services_and_business"",""professional_service"",""commissioned_artist""]",
100184,community_center,community_center,community_center,"[""community_and_government"",""community_center""]",
105,community_gardens,garden,community_garden,"[""geographic_entities"",""garden"",""community_garden""]",
558,community_health_center,clinic_or_treatment_center,community_health_center,"[""health_care"",""community_health_center""]",
1083,community_museum,museum,community_museum,"[""arts_and_entertainment"",""museum"",""history_museum"",""community_museum""]",
703978,community_services_non_profits,social_or_community_service,community_service,"[""community_and_government"",""community_service""]",
25591,computer_coaching,specialty_school,computer_coaching,"[""education"",""specialty_school"",""computer_coaching""]",
29858,computer_hardware_company,technical_service,computer_hardware_company,"[""services_and_business"",""professional_service"",""computer_hardware_company""]",
463,computer_museum,science_museum,computer_museum,"[""arts_and_entertainment"",""museum"",""science_museum"",""computer_museum""]",
105094,computer_store,electronics_store,computer_store,"[""shopping"",""specialty_store"",""electronics_store"",""computer_store""]",
7341,computer_wholesaler,wholesaler,computer_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""computer_wholesaler""]",
3,concept_shop,retail_location,shopping,"[""shopping""]",
31,concierge_medicine,clinic_or_treatment_center,concierge_medicine,"[""health_care"",""concierge_medicine""]",
22546,condominium,housing,condominium,"[""services_and_business"",""real_estate"",""condominium""]",
857,construction_management,building_construction_service,construction_management,"[""services_and_business"",""professional_service"",""construction_service"",""construction_management""]",
318240,construction_services,building_construction_service,construction_service,"[""services_and_business"",""professional_service"",""construction_service""]",
2181,consultant_and_general_service,business_management_service,consultant_and_general_service,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""consultant_and_general_service""]",
349,contemporary_art_museum,art_museum,contemporary_art_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""contemporary_art_museum""]",
305,contract_law,attorney_or_law_firm,contract_law,"[""services_and_business"",""professional_service"",""lawyer"",""contract_law""]",
413223,contractor,building_contractor_service,contractor,"[""services_and_business"",""home_service"",""contractor""]",
525704,convenience_store,convenience_store,convenience_store,"[""shopping"",""convenience_store""]",
9214,convents_and_monasteries,religious_organization,religious_organization,"[""cultural_and_historic"",""religious_organization""]",
441,cooking_classes,art_craft_hobby_store,cooking_classes,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""cooking_classes""]",
8711,cooking_school,specialty_school,cooking_school,"[""education"",""specialty_school"",""cooking_school""]",
962,copywriting_service,media_service,copywriting_service,"[""services_and_business"",""professional_service"",""copywriting_service""]",
5407,corporate_entertainment_services,b2b_service,corporate_entertainment_service,"[""services_and_business"",""private_establishments_and_corporates"",""corporate_entertainment_service""]",
80,corporate_gift_supplier,b2b_supplier_distributor,corporate_gift_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""corporate_gift_supplier""]",
126888,corporate_office,corporate_or_business_office,corporate_office,"[""services_and_business"",""private_establishments_and_corporates"",""corporate_office""]",
231475,cosmetic_and_beauty_supplies,specialty_store,cosmetic_and_beauty_supply_store,"[""shopping"",""specialty_store"",""cosmetic_and_beauty_supply_store""]",
26375,cosmetic_dentist,dental_care,cosmetic_dentist,"[""health_care"",""dentist"",""cosmetic_dentist""]",
162,cosmetic_products_manufacturer,manufacturer,cosmetic_products_manufacturer,"[""services_and_business"",""business_to_business"",""manufacturer"",""cosmetic_products_manufacturer""]",
2436,cosmetic_surgeon,plastic_reconstructive_and_aesthetic_surgery,cosmetic_surgeon,"[""health_care"",""doctor"",""cosmetic_surgeon""]",
8590,cosmetology_school,specialty_school,cosmetology_school,"[""education"",""specialty_school"",""cosmetology_school""]",
69,costa_rican_restaurant,restaurant,costa_rican_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""central_american_restaurant"",""costa_rican_restaurant""]",
81,costume_museum,art_museum,costume_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""costume_museum""]",
18223,costume_store,art_craft_hobby_store,costume_store,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""costume_store""]",
37819,cottage,accommodation,cottage,"[""lodging"",""cottage""]",
157,cotton_mill,b2b_supplier_distributor,cotton_mill,"[""services_and_business"",""business_to_business"",""business_manufacturing_and_supply"",""mill"",""cotton_mill""]",
154349,counseling_and_mental_health,mental_health,counseling_and_mental_health,"[""health_care"",""counseling_and_mental_health""]",
30151,countertop_installation,home_service,countertop_installation,"[""services_and_business"",""home_service"",""countertop_installation""]",
371,country_club,country_club,country_club,"[""arts_and_entertainment"",""social_club"",""country_club""]",
169,country_dance_hall,entertainment_location,country_dance_hall,"[""arts_and_entertainment"",""rural_attraction"",""country_dance_hall""]",
50,country_house,accommodation,country_house,"[""lodging"",""country_house""]",
57445,courier_and_delivery_services,courier_service,courier_and_delivery_service,"[""services_and_business"",""professional_service"",""courier_and_delivery_service""]",
430,court_reporter,legal_service,court_reporter,"[""services_and_business"",""professional_service"",""legal_service"",""court_reporter""]",
37287,courthouse,government_office,courthouse,"[""community_and_government"",""courthouse""]",
13962,coworking_space,b2b_service,coworking_space,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""coworking_space""]",
572,cpr_classes,specialty_school,cpr_class,"[""education"",""specialty_school"",""cpr_class""]",
1893,craft_shop,art_craft_hobby_store,craft_store,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""craft_store""]",
1534,crane_services,b2b_service,crane_service,"[""services_and_business"",""professional_service"",""crane_service""]",
8732,credit_and_debt_counseling,financial_service,credit_and_debt_counseling,"[""services_and_business"",""financial_service"",""credit_and_debt_counseling""]",
73911,credit_union,credit_union,credit_union,"[""services_and_business"",""financial_service"",""bank_credit_union"",""credit_union""]",
5841,cremation_services,funeral_service,cremation_service,"[""services_and_business"",""professional_service"",""funeral_service"",""cremation_service""]",
3831,cricket_ground,sport_stadium,cricket_ground,"[""arts_and_entertainment"",""stadium_arena"",""stadium"",""cricket_ground""]",
8346,criminal_defense_law,attorney_or_law_firm,criminal_defense_law,"[""services_and_business"",""professional_service"",""lawyer"",""criminal_defense_law""]",
215,crisis_intervention_services,clinic_or_treatment_center,crisis_intervention_service,"[""health_care"",""abuse_and_addiction_treatment"",""crisis_intervention_service""]",
596,crops_production,farm,crops_production,"[""services_and_business"",""business_to_business"",""b2b_agriculture_and_food"",""crops_production""]",
138,cryotherapy,healthcare_location,cryotherapy,"[""health_care"",""cryotherapy""]",
21,csa_farm,food_or_beverage_store,csa_farm,"[""shopping"",""food_and_beverage_store"",""csa_farm""]",
2875,cuban_restaurant,restaurant,cuban_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""caribbean_restaurant"",""cuban_restaurant""]",
48929,cultural_center,entertainment_location,cultural_center,"[""cultural_and_historic"",""cultural_center""]",
31991,cupcake_shop,casual_eatery,cupcake_shop,"[""food_and_drink"",""casual_eatery"",""dessert_shop"",""cupcake_shop""]",
20565,currency_exchange,financial_service,currency_exchange,"[""services_and_business"",""financial_service"",""currency_exchange""]",
2,curry_sausage_restaurant,restaurant,curry_sausage_restaurant,"[""food_and_drink"",""restaurant"",""meat_restaurant"",""curry_sausage_restaurant""]",
275,custom_cakes_shop,food_or_beverage_store,custom_cakes_shop,"[""shopping"",""food_and_beverage_store"",""patisserie_cake_shop"",""custom_cakes_shop""]",
818,custom_clothing,clothing_store,custom_clothing_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""custom_clothing_store""]",
969,custom_t_shirt_store,clothing_store,custom_t_shirt_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""t_shirt_store"",""custom_t_shirt_store""]",
2401,customized_merchandise,specialty_store,customized_merchandise_store,"[""shopping"",""specialty_store"",""customized_merchandise_store""]",
391,customs_broker,b2b_service,customs_broker,"[""services_and_business"",""professional_service"",""customs_broker""]",
2149,cycling_classes,sport_fitness_facility,cycling_class,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""cycling_class""]",
1708,czech_restaurant,restaurant,czech_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""central_european_restaurant"",""czech_restaurant""]",
9009,dairy_farm,farm,dairy_farm,"[""services_and_business"",""agricultural_service"",""farm"",""dairy_farm""]",
1695,dairy_stores,grocery_store,dairy_store,"[""shopping"",""food_and_beverage_store"",""specialty_foods_store"",""dairy_store""]",
14921,damage_restoration,home_service,damage_restoration,"[""services_and_business"",""home_service"",""damage_restoration""]",
97717,dance_club,dance_club,dance_club,"[""arts_and_entertainment"",""nightlife_venue"",""dance_club""]",
125650,dance_school,specialty_school,dance_studio,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""dance_studio""]",
1654,dance_wear,sporting_goods_store,dancewear_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""sportswear_store"",""dancewear_store""]",
4,danish_restaurant,restaurant,danish_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""scandinavian_restaurant"",""danish_restaurant""]",
3186,data_recovery,technical_service,data_recovery,"[""services_and_business"",""professional_service"",""it_service_and_computer_repair"",""data_recovery""]",
109029,day_care_preschool,child_care_or_day_care,day_care_preschool,"[""services_and_business"",""professional_service"",""child_care_and_day_care"",""day_care_preschool""]",
17300,day_spa,spa,day_spa,"[""lifestyle_services"",""spa"",""day_spa""]",
733,debt_relief_services,financial_service,debt_relief_service,"[""services_and_business"",""financial_service"",""debt_relief_service""]",
1260,deck_and_railing_sales_service,home_service,deck_and_railing_sales_service,"[""services_and_business"",""home_service"",""deck_and_railing_sales_service""]",
89,decorative_arts_museum,art_museum,decorative_arts_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""decorative_arts_museum""]",
66613,delicatessen,deli,delicatessen,"[""food_and_drink"",""casual_eatery"",""delicatessen""]",
1896,demolition_service,home_service,demolition_service,"[""services_and_business"",""home_service"",""demolition_service""]",
217,denim_wear_store,clothing_store,denim_wear_store,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""denim_wear_store""]",
65,dental_hygienist,dental_hygiene,dental_hygienist,"[""health_care"",""dental_hygienist""]",
1017,dental_laboratories,b2b_service,dental_lab,"[""services_and_business"",""business_to_business"",""b2b_medical_support_service"",""dental_lab""]",
772,dental_supply_store,specialty_store,dental_supply_store,"[""shopping"",""specialty_store"",""medical_supply_store"",""dental_supply_store""]",
578091,dentist,general_dentistry,dentist,"[""health_care"",""dentist""]",
152,dentistry_schools,college_university,dentistry_school,"[""education"",""college_university"",""medical_sciences_school"",""dentistry_school""]",
8720,department_of_motor_vehicles,government_office,department_of_motor_vehicles,"[""community_and_government"",""department_of_motor_vehicles""]",
45,department_of_social_service,government_office,department_of_social_service,"[""community_and_government"",""department_of_social_service""]",
101489,department_store,department_store,department_store,"[""shopping"",""department_store""]",
36893,dermatologist,healthcare_location,dermatologist,"[""health_care"",""doctor"",""dermatologist""]",
35,desert,nature_outdoors,desert,"[""geographic_entities"",""desert""]",
190,design_museum,art_museum,design_museum,"[""arts_and_entertainment"",""museum"",""art_museum"",""design_museum""]",
6121,designer_clothing,clothing_store,designer_clothing,"[""shopping"",""fashion_and_apparel_store"",""clothing_store"",""designer_clothing""]",
109721,desserts,casual_eatery,dessert_shop,"[""food_and_drink"",""casual_eatery"",""dessert_shop""]",
22745,diagnostic_imaging,diagnostic_service,diagnostic_imaging,"[""health_care"",""diagnostic_service"",""diagnostic_imaging""]",
26653,diagnostic_services,diagnostic_service,diagnostic_service,"[""health_care"",""diagnostic_service""]",
12429,dialysis_clinic,clinic_or_treatment_center,dialysis_clinic,"[""health_care"",""dialysis_clinic""]",
58,diamond_dealer,specialty_store,diamond_dealer,"[""services_and_business"",""professional_service"",""diamond_dealer""]",
635,dietitian,nutrition_and_dietetics,dietitian,"[""health_care"",""dietitian""]",
487,digitizing_services,media_service,digitizing_service,"[""services_and_business"",""professional_service"",""digitizing_service""]",
5097,dim_sum_restaurant,restaurant,dim_sum_restaurant,"[""food_and_drink"",""restaurant"",""asian_restaurant"",""east_asian_restaurant"",""chinese_restaurant"",""dim_sum_restaurant""]",
95387,diner,casual_eatery,diner,"[""food_and_drink"",""casual_eatery"",""diner""]",
30,dinner_theater,performing_arts_venue,dinner_theater,"[""arts_and_entertainment"",""performing_arts_venue"",""theatre_venue"",""dinner_theater""]",
151,direct_mail_advertising,business_advertising_marketing,direct_mail_advertising,"[""services_and_business"",""business_to_business"",""business_advertising"",""direct_mail_advertising""]",
2094,disability_law,attorney_or_law_firm,disability_law,"[""services_and_business"",""professional_service"",""lawyer"",""disability_law""]",
17062,disability_services_and_support_organization,civic_organization_office,disability_services_and_support_organization,"[""community_and_government"",""community_service"",""disability_services_and_support_organization""]",
3126,disc_golf_course,sport_field,disc_golf_course,"[""sports_and_recreation"",""sports_and_recreation_venue"",""disc_golf_course""]",
132972,discount_store,discount_store,discount_store,"[""shopping"",""discount_store""]",
448,display_home_center,real_estate_service,display_home_center,"[""services_and_business"",""real_estate"",""display_home_center""]",
9185,distillery,eating_drinking_location,distillery,"[""food_and_drink"",""brewery_winery_distillery"",""distillery""]",
9349,distribution_services,shipping_delivery_service,distribution_service,"[""services_and_business"",""business_to_business"",""business_storage_and_transportation"",""freight_and_cargo_service"",""distribution_service""]",
4018,dive_bar,bar,dive_bar,"[""food_and_drink"",""bar"",""dive_bar""]",
866,dive_shop,sporting_goods_store,dive_store,"[""shopping"",""specialty_store"",""sporting_goods_store"",""dive_store""]",
1154,diving_center,sport_fitness_facility,diving_center,"[""sports_and_recreation"",""sports_and_recreation_venue"",""diving_center""]",
20418,divorce_and_family_law,attorney_or_law_firm,divorce_and_family_law,"[""services_and_business"",""professional_service"",""lawyer"",""divorce_and_family_law""]",
14,diy_auto_shop,auto_repair_service,diy_auto_shop,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""diy_auto_shop""]",
56,diy_foods_restaurant,restaurant,diy_foods_restaurant,"[""food_and_drink"",""restaurant"",""diy_foods_restaurant""]",
4508,dj_service,dj_service,dj_service,"[""services_and_business"",""professional_service"",""event_planning"",""dj_service""]",
5344,do_it_yourself_store,home_improvement_center,do_it_yourself_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""do_it_yourself_store""]",
411364,doctor,doctors_office,doctor,"[""health_care"",""doctor""]",
13714,dog_park,dog_park,dog_park,"[""sports_and_recreation"",""park"",""dog_park""]",
23573,dog_trainer,animal_training,dog_trainer,"[""lifestyle_services"",""pets"",""pet_care_service"",""pet_training"",""dog_trainer""]",
6193,dog_walkers,dog_walker,dog_walker,"[""lifestyle_services"",""pets"",""pet_care_service"",""dog_walker""]",
3,domestic_airports,airport,airport,"[""travel_and_transportation"",""aircraft_and_air_transport"",""airport""]",
1046,domestic_business_and_trade_organizations,b2b_service,domestic_business_and_trade_organization,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""domestic_business_and_trade_organization""]",
776,dominican_restaurant,restaurant,dominican_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""caribbean_restaurant"",""dominican_restaurant""]",
384,donation_center,social_or_community_service,donation_center,"[""services_and_business"",""professional_service"",""donation_center""]",
20199,doner_kebab,restaurant,doner_kebab_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""turkish_restaurant"",""doner_kebab_restaurant""]",
25316,donuts,casual_eatery,donut_shop,"[""food_and_drink"",""casual_eatery"",""dessert_shop"",""donut_shop""]",
2928,door_sales_service,home_service,door_sales_service,"[""services_and_business"",""home_service"",""door_sales_service""]",
43,doula,healthcare_location,doula,"[""health_care"",""doula""]",
428,drama_school,specialty_school,drama_school,"[""education"",""specialty_school"",""drama_school""]",
85,drinking_water_dispenser,b2b_supplier_distributor,drinking_fountain,"[""geographic_entities"",""fountain"",""drinking_fountain""]",
3482,drive_in_theater,movie_theater,drive_in_theater,"[""arts_and_entertainment"",""movie_theater"",""drive_in_theater""]",
107,drive_thru_bar,bar,drive_thru_bar,"[""food_and_drink"",""bar"",""drive_thru_bar""]",
5618,driving_range,sport_fitness_facility,driving_range,"[""sports_and_recreation"",""sports_and_recreation_venue"",""golf_course"",""driving_range""]",
106388,driving_school,specialty_school,driving_school,"[""education"",""specialty_school"",""driving_school""]",
136,drone_store,specialty_store,drone_store,"[""shopping"",""specialty_store"",""electronics_store"",""drone_store""]",
29076,drugstore,specialty_store,drugstore,"[""shopping"",""specialty_store"",""drugstore""]",
53715,dry_cleaning,dry_cleaning_service,dry_cleaning,"[""services_and_business"",""professional_service"",""laundry_service"",""dry_cleaning""]",
3468,drywall_services,home_service,drywall_service,"[""services_and_business"",""home_service"",""drywall_service""]",
558,dui_law,attorney_or_law_firm,dui_law,"[""services_and_business"",""professional_service"",""lawyer"",""dui_law""]",
34,dui_school,specialty_school,dui_school,"[""education"",""specialty_school"",""dui_school""]",
1377,dumpling_restaurant,restaurant,dumpling_restaurant,"[""food_and_drink"",""restaurant"",""dumpling_restaurant""]",
1743,dumpster_rentals,b2b_service,dumpster_rental,"[""services_and_business"",""professional_service"",""junk_removal_and_hauling"",""dumpster_rental""]",
89,duplication_services,media_service,duplication_service,"[""services_and_business"",""professional_service"",""duplication_service""]",
1182,duty_free_shop,specialty_store,duty_free_store,"[""shopping"",""specialty_store"",""duty_free_store""]",
33651,e_cigarette_store,specialty_store,e_cigarette_store,"[""shopping"",""specialty_store"",""e_cigarette_store""]",
6631,e_commerce_service,software_development,e_commerce_service,"[""services_and_business"",""professional_service"",""e_commerce_service""]",
18959,ear_nose_and_throat,healthcare_location,ear_nose_and_throat,"[""health_care"",""doctor"",""ear_nose_and_throat""]",
4202,eastern_european_restaurant,restaurant,eastern_european_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant"",""eastern_european_restaurant""]",
104545,eat_and_drink,eating_drinking_location,food_and_drink,"[""food_and_drink""]",
188,eatertainment,performing_arts_venue,dinner_theater,"[""arts_and_entertainment"",""performing_arts_venue"",""theatre_venue"",""dinner_theater""]",
7,eating_disorder_treatment_centers,clinic_or_treatment_center,eating_disorder_treatment_center,"[""health_care"",""abuse_and_addiction_treatment"",""eating_disorder_treatment_center""]",
802,ecuadorian_restaurant,restaurant,ecuadorian_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""south_american_restaurant"",""ecuadorian_restaurant""]",
87,editorial_services,media_service,editorial_service,"[""services_and_business"",""professional_service"",""editorial_service""]",
481792,education,place_of_learning,education,"[""education""]",
5461,educational_camp,place_of_learning,educational_camp,"[""education"",""educational_camp""]",
13374,educational_research_institute,place_of_learning,educational_research_institute,"[""education"",""educational_research_institute""]",
67537,educational_services,educational_service,educational_service,"[""education"",""educational_service""]",
5466,educational_supply_store,specialty_store,educational_supply_store,"[""shopping"",""specialty_store"",""educational_supply_store""]",
